StudentID,CGPA,Internships,Projects,Certifications,Aptitude_Score,Soft_Skills_Rating,Extracurricular_Activities,Placement_Training,Secondary_School_Marks,Higher_Secondary_Marks,Placement_Status,Total_Academic_Score
8654,7.7,2,2,1,84,4.7,Yes,Yes,78,82,Placed,161
8655,8.5,2,3,2,88,4.8,Yes,Yes,68,88,Placed,173
8656,8.0,2,3,0,83,4.1,Yes,Yes,67,83,NotPlaced,163
8657,7.6,2,2,0,77,4.4,No,Yes,72,74,NotPlaced,153
8658,7.8,2,3,0,86,4.6,Yes,Yes,74,86,Placed,164
8659,7.9,1,3,3,83,4.7,Yes,Yes,69,81,Placed,162
8660,6.5,1,1,0,87,4.8,No,No,63,66,Placed,152
8661,7.3,1,3,0,84,4.6,Yes,No,61,66,NotPlaced,157
8662,8.5,2,3,2,90,4.8,Yes,Yes,75,88,Placed,175
8663,8.5,0,3,0,81,4.4,Yes,Yes,82,83,NotPlaced,166
8664,8.6,2,3,2,88,4.8,Yes,Yes,83,80,Placed,174
8665,6.5,0,1,2,89,3.8,No,No,72,72,Placed,154
8666,8.3,1,2,2,86,4.8,Yes,Yes,58,72,Placed,169
8667,8.0,1,3,1,90,4.8,Yes,Yes,79,87,Placed,170
8668,6.7,0,1,1,75,3.2,No,No,55,71,NotPlaced,142
8669,7.7,1,1,2,76,4.7,Yes,No,71,65,NotPlaced,153
8670,6.6,1,3,2,90,4.6,Yes,Yes,73,65,NotPlaced,156
8671,7.6,0,3,0,87,4.1,Yes,Yes,77,71,Placed,163
8672,8.3,1,2,0,72,3.9,Yes,Yes,74,79,Placed,155
8673,6.5,1,1,0,70,4.2,No,No,60,67,NotPlaced,135
8674,8.2,0,3,2,76,4.7,Yes,Yes,83,85,NotPlaced,158
8675,6.5,1,1,0,77,4.2,No,Yes,55,70,NotPlaced,142
8676,8.4,1,2,0,79,3.4,Yes,Yes,72,88,Placed,163
8677,6.6,1,1,0,71,3.0,No,No,65,62,NotPlaced,137
8678,7.7,1,3,0,80,4.8,Yes,Yes,73,82,NotPlaced,157
8679,7.9,2,3,1,75,4.5,Yes,Yes,79,80,NotPlaced,154
8680,8.0,0,3,2,87,4.7,Yes,Yes,78,70,Placed,167
8681,7.6,1,1,1,79,4.1,No,Yes,55,68,Placed,155
8682,8.1,0,2,0,73,4.7,Yes,Yes,78,67,NotPlaced,154
8683,8.6,1,2,0,68,3.9,Yes,Yes,72,83,Placed,154
8684,8.1,1,3,0,75,4.5,No,Yes,71,68,Placed,156
8685,8.6,2,3,2,90,4.8,Yes,Yes,77,82,Placed,176
8686,8.5,2,3,2,85,4.7,Yes,No,85,83,Placed,170
8687,8.6,2,2,1,78,4.0,Yes,Yes,81,77,NotPlaced,164
8688,6.8,1,2,2,70,3.8,No,Yes,55,67,NotPlaced,138
8689,7.2,0,1,0,70,3.5,No,No,58,69,NotPlaced,142
8690,8.7,1,2,2,84,4.8,Yes,Yes,84,77,Placed,171
8691,6.7,0,1,1,68,3.4,No,No,65,69,NotPlaced,135
8692,7.8,2,3,2,90,4.5,Yes,Yes,78,83,Placed,168
8693,8.3,0,3,0,90,4.7,Yes,Yes,69,82,Placed,173
8694,7.7,1,2,0,78,4.6,Yes,Yes,73,78,Placed,155
8695,6.6,0,1,0,70,4.3,No,No,63,64,NotPlaced,136
8696,7.5,1,1,0,90,4.6,No,Yes,68,73,NotPlaced,165
8697,6.8,2,1,0,77,4.0,No,No,60,77,NotPlaced,145
8698,8.4,0,3,2,69,4.5,Yes,Yes,55,84,Placed,153
8699,8.2,1,3,2,79,4.8,Yes,Yes,76,81,Placed,161
8700,7.8,2,2,1,84,4.0,No,Yes,86,73,NotPlaced,162
8701,8.7,2,3,2,90,4.8,Yes,Yes,85,86,Placed,177
8702,7.9,0,3,1,81,4.6,No,No,66,70,NotPlaced,160
8703,7.5,1,2,2,80,4.3,Yes,Yes,65,80,Placed,155
8704,6.5,0,1,0,62,4.6,No,No,61,66,NotPlaced,127
8705,8.4,2,3,1,86,4.4,Yes,Yes,57,80,Placed,170
8706,6.6,1,1,1,68,3.5,No,No,64,73,Placed,134
8707,6.7,0,1,0,79,4.4,No,No,76,66,NotPlaced,146
8708,6.7,2,1,2,71,4.0,No,Yes,55,65,NotPlaced,138
8709,6.5,1,1,0,67,3.1,No,No,65,68,NotPlaced,132
8710,7.5,1,1,2,67,3.5,Yes,Yes,55,64,NotPlaced,142
8711,8.5,1,2,2,74,4.0,No,Yes,83,79,NotPlaced,159
8712,6.7,0,1,0,63,3.8,No,No,62,63,NotPlaced,130
8713,8.2,1,1,1,68,3.9,No,Yes,70,66,Placed,150
8714,8.7,2,1,2,80,3.9,No,No,68,82,NotPlaced,167
8715,8.4,2,3,2,87,4.7,Yes,Yes,79,86,Placed,171
8716,6.9,0,2,1,82,3.9,No,Yes,78,59,NotPlaced,151
8717,7.1,0,1,0,70,4.4,No,No,77,67,NotPlaced,141
8718,7.3,0,1,0,72,4.3,No,No,55,68,NotPlaced,145
8719,8.3,1,1,1,73,4.1,No,No,78,83,NotPlaced,156
8720,6.5,0,1,1,85,4.2,No,Yes,60,77,Placed,150
8721,8.6,2,2,2,76,4.7,Yes,No,67,84,Placed,162
8722,7.5,0,1,1,82,3.8,No,Yes,62,70,NotPlaced,157
8723,7.0,0,1,0,69,4.4,Yes,Yes,71,72,Placed,139
8724,7.5,1,2,1,73,4.2,Yes,Yes,72,64,NotPlaced,148
8725,8.3,2,3,2,90,4.6,Yes,No,74,84,Placed,173
8726,6.5,2,1,0,75,4.0,No,No,55,70,NotPlaced,140
8727,8.0,2,3,2,89,4.8,Yes,Yes,79,80,NotPlaced,169
8728,7.5,1,1,0,77,4.0,No,Yes,62,67,NotPlaced,152
8729,8.5,1,3,2,90,4.8,Yes,Yes,76,85,Placed,175
8730,9.0,2,3,2,90,4.8,Yes,Yes,83,88,Placed,180
8731,6.6,1,2,1,67,4.1,Yes,Yes,73,69,NotPlaced,133
8732,7.7,1,2,1,69,3.3,Yes,Yes,68,68,NotPlaced,146
8733,8.0,2,3,2,90,4.8,Yes,Yes,77,85,Placed,170
8734,6.5,2,1,0,74,4.5,No,No,63,83,NotPlaced,139
8735,6.5,1,3,0,81,3.8,No,Yes,63,57,NotPlaced,146
8736,7.2,2,2,2,87,4.4,Yes,Yes,72,70,Placed,159
8737,8.3,1,3,1,88,4.8,No,Yes,72,69,Placed,171
8738,7.3,1,1,0,71,4.4,No,No,55,74,Placed,144
8739,7.3,1,1,0,77,4.0,No,Yes,55,59,NotPlaced,150
8740,7.9,2,3,2,90,4.8,Yes,Yes,82,88,Placed,169
8741,7.3,1,1,0,79,4.5,No,Yes,55,67,NotPlaced,152
8742,7.7,1,1,1,64,4.5,No,No,55,65,NotPlaced,141
8743,7.5,1,1,1,70,3.3,No,No,59,58,NotPlaced,145
8744,7.7,0,1,2,72,4.3,Yes,No,82,72,NotPlaced,149
8745,7.6,0,1,1,80,3.9,No,No,55,66,NotPlaced,156
8746,7.0,1,1,1,73,4.3,Yes,No,74,81,NotPlaced,143
8747,6.5,0,3,0,72,4.2,Yes,Yes,75,69,NotPlaced,137
8748,8.0,2,3,2,90,4.8,Yes,Yes,80,88,Placed,170
8749,6.5,1,2,2,76,4.8,No,Yes,81,85,NotPlaced,141
8750,7.5,0,2,0,68,4.0,No,Yes,67,71,Placed,143
8751,7.3,0,1,0,78,3.6,No,No,56,70,NotPlaced,151
8752,7.5,2,2,1,68,3.7,No,No,59,62,NotPlaced,143
8753,8.6,1,2,1,78,4.3,Yes,Yes,70,67,Placed,164
8754,8.6,2,3,2,82,4.4,Yes,Yes,64,83,Placed,168
8755,8.4,2,3,2,90,4.8,Yes,Yes,80,87,Placed,174
8756,7.5,2,1,0,69,4.5,Yes,No,71,69,NotPlaced,144
8757,8.3,1,1,2,82,4.2,Yes,No,55,87,Placed,165
8758,8.4,0,2,0,71,3.8,Yes,Yes,56,63,NotPlaced,155
8759,8.3,2,3,2,90,4.8,Yes,Yes,83,85,Placed,173
8760,6.5,1,1,0,67,4.3,No,Yes,72,67,NotPlaced,132
8761,8.3,2,3,0,88,4.8,Yes,Yes,77,81,NotPlaced,171
8762,7.7,1,3,2,78,4.4,Yes,No,83,85,NotPlaced,155
8763,8.1,1,2,0,87,4.3,Yes,Yes,76,66,NotPlaced,168
8764,7.9,1,2,0,77,3.8,Yes,Yes,58,78,NotPlaced,156
8765,8.8,2,3,2,90,4.7,Yes,Yes,80,86,Placed,178
8766,7.4,1,2,1,76,4.4,Yes,Yes,79,70,NotPlaced,150
8767,8.3,1,0,0,85,4.3,Yes,Yes,87,83,Placed,168
8768,6.5,0,3,0,77,4.2,No,No,78,61,NotPlaced,142
8769,7.6,1,2,0,82,3.9,No,No,58,68,NotPlaced,158
8770,8.3,1,3,2,90,4.8,Yes,Yes,88,73,Placed,173
8771,8.2,1,1,1,79,4.1,Yes,Yes,58,83,NotPlaced,161
8772,6.8,1,2,0,80,4.5,Yes,Yes,56,67,Placed,148
8773,7.5,2,2,1,74,4.4,No,Yes,82,62,NotPlaced,149
8774,7.6,0,1,0,71,3.9,No,No,59,64,NotPlaced,147
8775,8.4,1,2,1,74,4.3,No,No,57,68,NotPlaced,158
8776,8.4,2,3,2,90,4.5,Yes,Yes,69,81,NotPlaced,174
8777,8.2,2,3,0,90,4.8,Yes,Yes,68,82,Placed,172
8778,7.6,0,3,2,82,4.5,No,No,78,64,Placed,158
8779,6.9,0,1,0,79,4.8,Yes,No,62,67,NotPlaced,148
8780,8.4,0,1,0,85,3.7,Yes,Yes,57,71,Placed,169
8781,7.4,1,2,1,74,4.3,No,No,56,70,NotPlaced,148
8782,7.5,1,2,0,81,4.7,No,Yes,56,69,NotPlaced,156
8783,8.4,0,1,0,90,4.8,No,Yes,55,65,Placed,174
8784,8.3,1,3,0,90,4.7,Yes,Yes,71,86,Placed,173
8785,7.9,1,1,2,72,4.8,Yes,No,64,69,Placed,151
8786,8.4,0,3,2,75,4.8,Yes,Yes,55,63,NotPlaced,159
8787,7.7,0,1,1,85,4.4,No,Yes,61,65,Placed,162
8788,6.8,1,1,1,78,3.8,No,No,58,68,NotPlaced,146
8789,8.6,2,3,2,90,4.6,Yes,Yes,74,88,Placed,176
8790,7.7,2,3,0,81,4.7,Yes,Yes,66,80,Placed,158
8791,8.4,1,0,2,81,4.2,Yes,Yes,74,88,Placed,165
8792,6.5,1,1,1,76,4.8,Yes,No,57,79,NotPlaced,141
8793,8.3,2,2,3,87,4.8,Yes,Yes,81,84,NotPlaced,170
8794,7.3,2,1,0,83,3.7,Yes,Yes,60,65,Placed,156
8795,6.5,0,2,0,85,4.8,No,No,89,67,Placed,150
8796,8.2,1,2,2,80,4.4,Yes,Yes,72,83,Placed,162
8797,7.6,1,1,1,71,4.2,No,No,57,68,NotPlaced,147
8798,8.5,2,2,2,82,4.5,Yes,Yes,55,81,NotPlaced,167
8799,7.4,2,3,2,89,4.8,Yes,No,88,82,NotPlaced,163
8800,7.0,2,3,2,90,4.8,Yes,Yes,90,80,Placed,160
8801,8.2,1,1,1,78,4.0,No,Yes,56,70,NotPlaced,160
8802,6.9,1,3,2,80,4.6,Yes,Yes,73,83,Placed,149
8803,6.8,0,1,0,63,3.6,No,No,55,67,NotPlaced,131
8804,8.5,0,3,2,90,4.8,Yes,Yes,74,64,Placed,175
8805,8.2,1,3,2,90,4.8,No,Yes,71,83,Placed,172
8806,6.5,1,1,1,69,3.7,Yes,No,62,65,NotPlaced,134
8807,7.4,1,1,0,74,4.5,No,No,64,71,Placed,148
8808,7.9,0,2,2,87,3.9,No,Yes,63,69,NotPlaced,166
8809,8.1,2,3,2,86,4.7,Yes,Yes,76,80,Placed,167
8810,8.7,2,3,0,87,4.8,Yes,Yes,76,88,Placed,174
8811,7.5,1,2,0,78,4.4,Yes,Yes,61,71,NotPlaced,153
8812,8.2,2,3,2,90,4.7,Yes,Yes,80,86,Placed,172
8813,7.8,1,3,0,76,4.4,Yes,Yes,74,74,NotPlaced,154
8814,6.5,1,2,0,69,4.8,No,Yes,56,72,NotPlaced,134
8815,8.1,1,2,2,78,4.7,Yes,Yes,57,83,NotPlaced,159
8816,8.3,2,3,3,89,4.5,Yes,Yes,77,88,Placed,172
8817,8.0,1,3,0,80,4.0,Yes,Yes,83,68,NotPlaced,160
8818,7.8,1,1,0,66,3.7,Yes,Yes,62,67,Placed,144
8819,6.6,1,1,2,86,4.7,No,No,55,69,Placed,152
8820,6.8,1,3,0,83,4.4,No,Yes,58,63,NotPlaced,151
8821,7.9,2,3,2,80,4.5,Yes,Yes,77,85,Placed,159
8822,7.4,1,2,0,75,3.9,No,Yes,69,70,Placed,149
8823,8.1,0,2,1,88,3.8,Yes,Yes,72,82,NotPlaced,169
8824,8.2,2,3,2,82,4.4,Yes,Yes,80,83,Placed,164
8825,8.6,0,3,0,86,4.5,Yes,No,70,83,NotPlaced,172
8826,8.2,2,3,0,89,4.4,Yes,Yes,84,86,NotPlaced,171
8827,8.1,2,2,0,80,4.8,Yes,No,55,82,Placed,161
8828,7.4,1,3,1,84,4.5,Yes,Yes,81,73,Placed,158
8829,8.2,2,3,2,85,4.8,Yes,Yes,73,85,Placed,167
8830,8.3,1,3,2,88,4.8,Yes,Yes,74,88,Placed,171
8831,8.0,2,3,2,82,4.3,Yes,Yes,77,84,Placed,162
8832,6.5,1,2,1,69,3.8,No,Yes,56,71,NotPlaced,134
8833,8.3,2,3,2,90,4.8,Yes,Yes,62,84,NotPlaced,173
8834,6.5,1,2,0,76,4.3,No,No,58,66,NotPlaced,141
8835,7.9,1,1,0,77,4.7,No,Yes,75,70,NotPlaced,156
8836,8.0,2,3,2,90,4.8,Yes,Yes,75,83,Placed,170
8837,7.9,1,2,1,86,4.4,Yes,Yes,83,67,NotPlaced,165
8838,6.5,1,1,0,69,3.5,No,Yes,55,72,NotPlaced,134
8839,6.9,1,1,0,78,4.2,Yes,Yes,66,69,Placed,147
8840,7.9,1,3,2,90,4.8,Yes,No,78,83,NotPlaced,169
8841,6.5,0,1,1,81,4.1,No,No,71,69,NotPlaced,146
8842,8.7,2,3,2,90,4.8,Yes,Yes,71,84,Placed,177
8843,6.5,1,2,0,77,4.2,No,No,55,59,NotPlaced,142
8844,7.4,1,2,2,82,4.3,Yes,Yes,77,72,NotPlaced,156
8845,7.4,1,2,1,77,3.9,No,Yes,55,64,NotPlaced,151
8846,7.6,1,1,1,76,3.4,No,No,55,59,NotPlaced,152
8847,8.7,2,3,2,79,4.4,Yes,Yes,78,80,Placed,166
8848,6.5,0,1,0,73,3.6,No,No,67,70,NotPlaced,138
8849,8.1,2,1,2,72,4.1,Yes,No,59,69,NotPlaced,153
8850,8.6,1,3,2,90,4.8,Yes,Yes,78,85,Placed,176
8851,7.7,1,2,1,76,3.7,No,Yes,72,69,NotPlaced,153
8852,8.4,2,3,2,89,4.1,Yes,Yes,83,80,Placed,173
8853,8.2,2,3,2,90,4.8,Yes,Yes,71,80,Placed,172
8854,7.6,2,1,0,79,4.8,Yes,Yes,55,70,NotPlaced,155
8855,8.0,0,2,2,90,4.8,Yes,Yes,68,85,Placed,170
8856,8.6,1,3,0,82,4.5,No,Yes,55,74,NotPlaced,168
8857,7.9,2,3,2,90,4.7,Yes,Yes,80,88,Placed,169
8858,6.7,1,1,0,80,3.8,No,Yes,62,64,NotPlaced,147
8859,7.4,1,1,0,66,4.4,No,No,55,65,NotPlaced,140
8860,7.8,1,2,1,74,4.8,Yes,Yes,69,81,NotPlaced,152
8861,8.4,1,1,2,86,4.7,Yes,No,69,71,NotPlaced,170
8862,8.0,2,3,2,89,4.6,Yes,Yes,80,87,Placed,169
8863,7.8,1,3,2,80,3.4,Yes,No,55,67,NotPlaced,158
8864,7.4,1,1,0,79,3.6,No,Yes,57,71,NotPlaced,153
8865,7.5,0,1,2,74,4.0,No,Yes,55,72,NotPlaced,149
8866,7.7,2,3,2,90,4.8,Yes,Yes,87,88,Placed,167
8867,8.3,1,3,2,88,4.6,Yes,Yes,77,88,Placed,171
8868,8.0,2,3,3,85,4.8,Yes,Yes,77,81,NotPlaced,165
8869,6.5,0,2,2,85,4.1,No,Yes,71,72,NotPlaced,150
8870,8.6,2,1,0,70,4.2,No,Yes,56,64,NotPlaced,156
8871,8.2,2,3,2,83,4.6,Yes,Yes,69,77,Placed,165
8872,7.6,2,2,2,60,4.4,No,No,55,61,NotPlaced,136
8873,8.3,2,3,3,88,4.8,Yes,Yes,84,87,Placed,171
8874,8.1,2,3,2,90,4.8,Yes,Yes,75,86,Placed,171
8875,6.5,0,2,0,77,4.4,No,Yes,55,65,NotPlaced,142
8876,7.8,0,1,2,68,4.5,No,No,82,85,Placed,146
8877,8.0,1,3,2,90,4.7,Yes,Yes,74,88,Placed,170
8878,8.2,1,3,2,90,4.8,Yes,Yes,66,84,Placed,172
8879,7.9,1,3,2,78,4.3,Yes,Yes,89,86,Placed,157
8880,8.4,1,3,0,81,3.6,Yes,Yes,78,86,Placed,165
8881,7.7,1,2,2,82,4.7,No,Yes,84,85,NotPlaced,159
8882,7.8,1,2,1,70,3.9,No,Yes,58,70,NotPlaced,148
8883,6.6,1,3,2,79,4.6,Yes,Yes,78,75,Placed,145
8884,7.7,1,2,0,76,4.1,Yes,Yes,60,72,NotPlaced,153
8885,7.7,1,1,1,86,4.3,No,Yes,60,63,NotPlaced,163
8886,8.0,1,2,1,77,4.5,No,No,61,70,NotPlaced,157
8887,7.5,1,2,1,78,4.7,No,No,55,66,NotPlaced,153
8888,8.3,1,2,2,85,4.6,Yes,Yes,75,81,Placed,168
8889,8.4,1,3,2,90,4.8,Yes,Yes,82,87,Placed,174
8890,7.6,0,2,1,77,4.4,Yes,Yes,64,63,Placed,153
8891,7.5,1,2,2,87,3.9,Yes,Yes,81,70,NotPlaced,162
8892,8.3,2,3,0,90,4.7,Yes,Yes,73,77,Placed,173
8893,7.0,1,1,1,62,3.4,No,No,55,63,NotPlaced,132
8894,7.9,2,3,2,90,4.8,Yes,Yes,81,86,Placed,169
8895,8.4,2,3,2,88,4.8,Yes,Yes,84,87,Placed,172
8896,7.6,1,1,0,74,4.3,No,No,58,71,NotPlaced,150
8897,8.2,1,3,2,90,4.3,Yes,Yes,76,82,Placed,172
8898,8.1,0,3,3,88,4.3,No,Yes,84,83,Placed,169
8899,8.6,1,2,2,64,4.0,No,No,59,70,NotPlaced,150
8900,7.7,1,1,0,77,3.7,No,No,55,64,NotPlaced,154
8901,8.3,2,3,2,88,4.8,Yes,Yes,83,86,Placed,171
8902,6.9,2,2,2,90,4.8,No,Yes,85,85,Placed,159
8903,7.4,1,1,2,90,4.3,Yes,Yes,72,85,Placed,164
8904,8.3,1,1,1,71,3.9,Yes,No,55,59,NotPlaced,154
8905,7.5,1,2,0,78,3.4,Yes,Yes,55,65,NotPlaced,153
8906,6.5,1,1,1,79,4.7,No,Yes,59,64,NotPlaced,144
8907,7.5,1,2,1,79,4.5,No,Yes,64,68,NotPlaced,154
8908,7.4,1,3,1,68,3.4,Yes,Yes,60,74,NotPlaced,142
8909,8.6,1,3,2,87,4.8,Yes,Yes,82,88,Placed,173
8910,8.1,2,3,2,68,4.5,Yes,Yes,76,85,NotPlaced,149
8911,7.7,1,3,0,71,4.2,No,Yes,80,82,NotPlaced,148
8912,6.8,1,1,1,71,4.3,No,Yes,55,62,NotPlaced,139
8913,8.2,1,2,2,90,4.8,Yes,No,70,85,NotPlaced,172
8914,6.5,0,2,0,83,4.6,Yes,Yes,55,65,NotPlaced,148
8915,7.6,1,1,1,75,3.6,No,Yes,59,62,NotPlaced,151
8916,7.5,0,1,0,74,4.5,Yes,Yes,71,80,NotPlaced,149
8917,6.6,1,2,0,78,4.1,Yes,No,74,64,NotPlaced,144
8918,8.2,0,1,3,84,4.8,Yes,Yes,88,69,Placed,166
8919,7.4,2,3,1,78,4.7,No,Yes,55,84,NotPlaced,152
8920,8.7,2,2,0,89,4.5,No,Yes,78,71,Placed,176
8921,8.6,2,1,0,86,4.4,Yes,Yes,82,79,Placed,172
8922,8.5,1,3,2,89,4.6,Yes,Yes,79,82,NotPlaced,174
8923,8.4,1,3,0,90,4.8,Yes,No,75,82,Placed,174
8924,8.2,0,2,3,90,4.8,Yes,Yes,81,88,Placed,172
8925,8.2,1,2,3,86,3.9,Yes,Yes,76,88,Placed,168
8926,8.3,2,3,2,90,4.8,Yes,Yes,76,83,Placed,173
8927,7.4,1,1,0,72,4.2,Yes,Yes,55,66,Placed,146
8928,8.3,2,3,0,82,4.5,Yes,Yes,74,70,NotPlaced,165
8929,8.5,2,1,1,78,4.4,Yes,Yes,66,86,Placed,163
8930,8.6,0,3,2,78,4.2,Yes,No,62,74,NotPlaced,164
8931,7.6,1,1,1,84,3.3,Yes,Yes,75,60,Placed,160
8932,7.4,0,2,2,83,4.5,Yes,Yes,82,71,NotPlaced,157
8933,8.4,1,1,2,84,4.0,Yes,Yes,68,83,NotPlaced,168
8934,7.2,1,1,0,73,3.8,No,No,59,65,NotPlaced,145
8935,7.5,1,2,1,80,3.7,No,Yes,55,66,NotPlaced,155
8936,6.9,0,2,0,77,4.2,No,No,70,68,NotPlaced,146
8937,7.7,0,2,0,85,4.0,No,Yes,55,64,Placed,162
8938,8.5,1,2,2,82,4.0,Yes,No,55,74,Placed,167
8939,8.3,1,3,1,85,4.3,Yes,Yes,65,82,NotPlaced,168
8940,8.3,0,3,2,82,4.8,Yes,Yes,73,79,Placed,165
8941,7.6,1,2,1,86,4.4,Yes,Yes,64,68,Placed,162
8942,8.0,2,3,0,84,4.6,Yes,Yes,88,81,NotPlaced,164
8943,7.0,1,1,0,74,4.3,No,Yes,66,71,NotPlaced,144
8944,7.2,1,1,1,74,3.9,No,Yes,57,69,NotPlaced,146
8945,6.7,1,1,0,75,3.7,No,No,58,66,NotPlaced,142
8946,7.3,1,2,1,68,4.6,No,Yes,65,70,NotPlaced,141
8947,8.0,1,3,0,81,4.3,Yes,Yes,80,71,NotPlaced,161
8948,8.0,2,3,2,81,3.9,Yes,Yes,79,81,NotPlaced,161
8949,7.6,1,1,1,72,4.6,No,Yes,78,66,NotPlaced,148
8950,7.4,0,2,0,75,4.4,No,Yes,57,67,NotPlaced,149
8951,8.4,2,3,2,83,4.7,Yes,Yes,83,84,Placed,167
8952,6.5,1,2,1,72,4.0,Yes,Yes,68,76,Placed,137
8953,8.2,2,3,2,81,4.8,Yes,Yes,84,64,NotPlaced,163
8954,8.4,2,3,2,87,4.6,Yes,No,83,87,Placed,171
8955,8.6,2,3,2,90,4.7,Yes,Yes,83,88,Placed,176
8956,8.6,2,3,3,83,4.6,Yes,No,86,84,NotPlaced,169
8957,7.9,1,2,0,67,4.4,Yes,No,73,72,Placed,146
8958,8.3,2,3,2,88,4.8,Yes,Yes,66,83,Placed,171
8959,7.7,1,1,1,74,4.5,No,No,55,62,NotPlaced,151
8960,8.0,0,2,0,76,4.6,Yes,Yes,56,87,Placed,156
8961,7.9,1,3,3,80,4.1,Yes,Yes,71,84,Placed,159
8962,7.8,1,3,0,79,4.8,Yes,Yes,72,79,NotPlaced,157
8963,8.5,1,2,0,73,4.2,No,Yes,55,61,NotPlaced,158
8964,7.7,2,2,2,75,4.2,No,Yes,71,83,NotPlaced,152
8965,8.4,2,2,2,84,4.7,Yes,Yes,85,82,Placed,168
8966,7.5,1,3,0,83,4.2,Yes,Yes,75,80,NotPlaced,158
8967,7.9,1,2,0,82,4.2,Yes,Yes,79,86,Placed,161
8968,7.4,1,1,0,80,4.3,No,Yes,58,69,Placed,154
8969,6.9,1,1,1,72,3.6,No,No,61,59,NotPlaced,141
8970,7.9,1,2,1,81,4.8,No,Yes,74,65,NotPlaced,160
8971,8.4,2,3,2,90,4.8,Yes,Yes,82,79,Placed,174
8972,8.4,1,3,0,73,4.7,Yes,Yes,72,73,NotPlaced,157
8973,7.8,1,3,2,90,4.8,Yes,Yes,75,86,Placed,168
8974,7.7,0,1,1,72,4.1,No,Yes,55,64,NotPlaced,149
8975,8.3,1,3,1,79,4.3,Yes,Yes,55,84,NotPlaced,162
8976,8.5,1,3,2,80,4.6,Yes,Yes,74,68,Placed,165
8977,8.3,2,3,2,90,4.8,Yes,Yes,81,88,Placed,173
8978,7.5,1,3,1,72,4.2,Yes,No,90,80,NotPlaced,147
8979,6.5,1,3,2,77,4.5,No,Yes,73,67,Placed,142
8980,8.6,2,3,0,87,4.7,Yes,Yes,76,73,NotPlaced,173
8981,6.9,1,2,2,77,4.2,Yes,Yes,77,86,NotPlaced,146
8982,8.2,2,3,0,81,4.8,Yes,No,85,80,Placed,163
8983,8.2,2,3,2,76,4.8,Yes,No,71,83,NotPlaced,158
8984,7.4,1,3,0,84,4.6,No,No,64,84,NotPlaced,158
8985,8.4,0,3,2,83,4.0,Yes,No,62,64,Placed,167
8986,7.7,0,1,0,67,4.0,No,No,57,69,NotPlaced,144
8987,8.1,1,2,0,83,3.9,No,No,85,60,NotPlaced,164
8988,8.6,0,2,2,83,3.9,Yes,Yes,70,85,NotPlaced,169
8989,8.5,1,1,1,77,4.5,Yes,Yes,57,66,NotPlaced,162
8990,8.2,2,3,2,90,4.8,Yes,Yes,85,88,Placed,172
8991,8.2,2,3,2,90,4.8,Yes,Yes,82,88,Placed,172
8992,8.7,2,3,2,81,4.6,Yes,Yes,79,85,Placed,168
8993,7.3,2,3,2,78,4.7,No,Yes,70,88,NotPlaced,151
8994,7.9,2,3,0,90,4.8,Yes,Yes,89,86,Placed,169
8995,7.9,1,1,0,73,4.0,No,Yes,62,64,NotPlaced,152
8996,8.4,1,2,0,81,4.0,No,Yes,55,59,Placed,165
8997,6.5,1,2,1,72,4.4,No,No,55,63,NotPlaced,137
8998,7.5,1,2,0,60,3.6,No,Yes,55,67,NotPlaced,135
8999,7.8,0,2,2,87,4.6,Yes,Yes,85,86,Placed,165
9000,8.1,2,1,0,90,4.5,Yes,Yes,88,84,NotPlaced,171
9001,7.8,1,3,2,90,4.8,Yes,Yes,83,88,Placed,168
9002,7.5,1,1,0,77,4.6,No,No,79,72,NotPlaced,152
9003,6.6,1,1,1,67,4.1,No,Yes,63,67,NotPlaced,133
9004,6.9,1,1,0,74,4.5,No,Yes,57,63,NotPlaced,143
9005,6.8,1,1,1,75,4.3,No,Yes,55,67,NotPlaced,143
9006,7.7,1,1,0,80,3.3,No,No,55,67,NotPlaced,157
9007,7.5,1,3,2,78,4.8,No,Yes,68,69,NotPlaced,153
9008,6.7,0,1,1,85,4.2,Yes,Yes,68,64,Placed,152
9009,6.5,1,3,1,75,4.5,No,No,60,64,NotPlaced,140
9010,8.3,1,3,0,90,4.8,Yes,Yes,81,86,Placed,173
9011,8.6,2,3,2,90,4.8,Yes,Yes,82,81,Placed,176
9012,6.5,1,2,1,61,3.9,No,Yes,55,66,NotPlaced,126
9013,6.8,1,1,0,77,4.2,Yes,Yes,64,64,NotPlaced,145
9014,6.7,1,2,0,74,4.6,Yes,Yes,55,68,Placed,141
9015,7.6,1,1,0,81,4.1,No,Yes,55,68,NotPlaced,157
9016,8.4,2,3,2,89,4.5,Yes,Yes,78,82,Placed,173
9017,6.5,1,2,1,83,4.1,No,Yes,77,72,NotPlaced,148
9018,8.4,2,3,0,90,4.7,Yes,No,76,83,Placed,174
9019,8.2,1,2,0,81,4.8,No,Yes,55,70,NotPlaced,163
9020,7.6,1,1,1,73,3.9,No,No,65,70,NotPlaced,149
9021,7.5,1,1,0,82,4.5,No,Yes,62,72,NotPlaced,157
9022,8.3,2,3,2,85,4.8,Yes,Yes,80,88,Placed,168
9023,6.5,1,2,1,76,4.1,Yes,No,56,70,NotPlaced,141
9024,7.8,1,1,1,72,4.6,Yes,Yes,60,60,NotPlaced,150
9025,6.8,1,1,0,73,3.1,No,Yes,72,66,NotPlaced,141
